"02 Legislatura","LUBELLI Arnaldo"
"02 Legislatura","LUSSU Emilio"
"02 Legislatura","MAGLIANO Giuseppe"
"02 Legislatura","MAGRI' Domenico"
"02 Legislatura","MANCINELLI Carmine"
"02 Legislatura","MANCINO Michele"
"02 Legislatura","MARCHINI CAMIA Francesco"
"02 Legislatura","MARIANI Francesco"
"02 Legislatura","MARINA Mario"
"02 Legislatura","MARIOTTI Luigi"
"02 Legislatura","MARTINI Ferdinando"
"02 Legislatura","MARTINI Martino"
"02 Legislatura","MARZOLA Giorgio"
"02 Legislatura","MASSINI Cesare"
"02 Legislatura","MASTROSIMONE Carlo"
"02 Legislatura","MEDICI Giuseppe"
"02 Legislatura","MENGHI Vincenzo"
"02 Legislatura","MENOTTI Clarenzo"
"02 Legislatura","MERLIN Angelina"
"02 Legislatura","MERLIN Umberto"
"02 Legislatura","MERZAGORA Cesare"
"02 Legislatura","MESSE Giovanni"
"02 Legislatura","MINIO Enrico"
"02 Legislatura","MOLE' Enrico"
"02 Legislatura","MOLINARI Giuseppe"
"02 Legislatura","MOLINELLI Guido"
"02 Legislatura","MONALDI Vincenzo"
"02 Legislatura","MONNI Antonio"
"02 Legislatura","MONTAGNANI MARELLI Piero"
"02 Legislatura","MORANDI Rodolfo"
"02 Legislatura","MORO Gerolamo Lino"
"02 Legislatura","MOTT Angelo Giacomo"
"02 Legislatura","NACUCCHI Nicola"
"02 Legislatura","NASI Virgilio"
"02 Legislatura","NEGARVILLE Celeste Carlo"
"02 Legislatura","NEGRI Alceo"
"02 Legislatura","NEGRO Antonio"
"02 Legislatura","NEGRONI Zaccaria"
"02 Legislatura","PAGE Ernesto"
"02 Legislatura","PALERMO Mario"
"02 Legislatura","PALLASTRELLI Giovanni"
"02 Legislatura","PANNULLO Antonio"
"02 Legislatura","PAOLUCCI Raffaele"
"02 Legislatura","PAPALIA Giuseppe"
"02 Legislatura","PARATORE Giuseppe"
"02 Legislatura","PASQUALI Camillo"
"02 Legislatura","PASTORE Ottavio"
"02 Legislatura","PASTORE Raffaele"
"02 Legislatura","PELIZZO Guglielmo"
"02 Legislatura","PELLEGRINI Giacomo"
"02 Legislatura","PERRIER Stefano"
"02 Legislatura","PESENTI Antonio"
"02 Legislatura","PETTI Raffaele"
"02 Legislatura","PEZZINI Cristoforo"
"02 Legislatura","PEZZULLO Raffaele"
"02 Legislatura","PICCHIOTTI Giacomo"
"02 Legislatura","PIECHELE Arturo"
"02 Legislatura","PIEGARI Giuseppe"
"02 Legislatura","PIOLA Giacomo"
"02 Legislatura","PONTI Giovanni"
"02 Legislatura","PORCELLINI Adolfo"
"02 Legislatura","PRESTISIMONE Pasquale"
"02 Legislatura","PUCCI Alberto Mario"
"02 Legislatura","RAFFEINER Giuseppe"
"02 Legislatura","RAGNO Luigi"
"02 Legislatura","RAVAGNAN Riccardo"
"02 Legislatura","RESTAGNO Pier Carlo"
"02 Legislatura","RICCIO Mario"
"02 Legislatura","RISTORI Pietro"
"02 Legislatura","RIZZATTI Antonio"
"02 Legislatura","RODA Giuseppe"
"02 Legislatura","ROFFI Mario"
"02 Legislatura","ROGADEO Francesco"
"02 Legislatura","ROMANO Antonio"
"02 Legislatura","ROMANO Domenico"
"02 Legislatura","ROVEDA Giovanni"
"02 Legislatura","RUSSO Luigi"
"02 Legislatura","RUSSO Salvatore"
"02 Legislatura","SAGGIO Raffaele"
"02 Legislatura","SALARI Giuseppe"
"02 Legislatura","SALOMONE Rocco"
"02 Legislatura","SAMEK LODOVICI Emanuele"
"02 Legislatura","SANMARTINO Salvatore"
"02 Legislatura","SANTERO Natale"
"02 Legislatura","SARTORI Giovanni"
"02 Legislatura","SAVARINO Santi"
"02 Legislatura","SCHIAVI Alessandro"
"02 Legislatura","SCHIAVONE Domenico"
"02 Legislatura","SCOCCIMARRO Mauro"
"02 Legislatura","SECCHIA Pietro"
"02 Legislatura","SELVAGGI Francesco"
"02 Legislatura","SERENI Emilio"
"02 Legislatura","SIBILLE Giuseppe Maria"
"02 Legislatura","SMITH Tomaso"
